lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,7E1,7E2,7E3,7E4,7E5,SolventBlank1
PC (38:0),0.021680217543120193,7.689837339682456,0.006091566516261082,0.9377894825604245,0.9886148901344043,818.7 -> 184.1,PCandSM,859774.891601521,1064487.04791257,1094496.17199707,943807.24389642,919412.444458088,2644751.32409668,643351.62426756,610041.16552727,555021.962463013,430766.59466533,17780.101272577
PCo(32:2),-0.022806081235687076,9.071049866149357,0.00674070844615926,0.9345657478043352,0.9886148901344043,716.6 -> 184.1,PCandSM,2347779.3693849,2758561.70922796,2727776.32812545,2115214.13623051,2554620.46167037,4327560.59301803,2427202.08203159,1742157.00854457,2410467.99951178,1962569.84204128,41197.90298462
PE (14:0),-0.019003107277847514,3.911420573157105,0.004679357406303097,0.945462582033559,0.9886148901344043,426.2616 -> 285.2616,PE,56659.184433004,54430.543869007,72623.205627441,65427.384231562,73444.645904508,77706.105499274,64843.884292602,66870.284866328,80966.846252482,41476.422882085,13909.8610305844
PG (14:1),0.02250293619999025,5.492455654830809,0.006562243451753602,0.9354358485897799,0.9886148901344043,472.2406 -> 283.2406,PG,169604.85241707,129675.68957523,150088.5699464,131294.84875485,137495.36840818,111746.788696285,150455.47241211,155074.74999997,152858.17102053,148844.95056149,159762.77111806
PG (44:12),0.020880547696372563,2.8166449998699745,0.005648300879897761,0.9400912456931393,0.9886148901344043,884.5172 -> 695.5172,PG,25792.9015960592,29398.522003171,25275.701904289,27540.801696783,26194.901931762,20719.5215950042,23011.041481005,29804.982238781,30710.142135642,28375.9622497565,15326.961105344
PIp (34:4),-0.021588879032723163,3.564163250267866,0.006039116269960232,0.938057346294904,0.9886148901344043,832.507 -> 555.507,PI,44238.683044443,59400.124343863,47602.283584591,44159.983108528,49798.163192734,41908.063568118,43161.863098138,55262.924346918,61329.384262063,47342.7635116732,15317.2811889626
TAG(54:4)_FA 18:0,0.02133680645295438,10.423449346734456,0.005900164571357891,0.938772683694454,0.9886148901344043,900.8 -> 599.8,TAG1,519653.898822775,8008860.43432607,10294688.7875972,8042806.2148432,7058409.35278373,7024034.75683533,7785059.14404286,5560025.10986323,6848171.0012198,5161898.00683594,86901.1060256846
TAG(56:3)_FA 18:1,0.019072530841743103,5.676307389375725,0.004714153054010239,0.9452605050330457,0.9886148901344043,930.8 -> 631.796,TAG2,93979.7865447911,235419.99707032,286193.39868154,319767.14233401,220070.3950196,292547.1413574,247389.19946288,244247.87841784,90969.8661422576,239449.0378418,39383.7631836074
TAG(60:10)_FA 20:0,-0.018797881469846123,3.1977667055898054,0.004578320400469238,0.9460536750757479,0.9886148901344043,972.9 -> 643.9,TAG2,25945.5819168034,34726.722564692,37745.082916248,53949.864166272,39888.3828658832,53032.203369136,38526.0227699357,51770.60332107,19202.7814331028,31608.182373044,11220.2008247384
TAG(60:5)_FA 18:1,0.022317939158302828,2.908859822548816,0.006453094032622175,0.9359738823011505,0.9886148901344043,982.9 -> 683.9,TAG2,20690.761489872,26672.841888431,32983.462173472,44952.763305662,33173.7223357929,41306.2226867664,33073.7822456393,41602.5827293359,16198.5611038212,23592.1417541596,9757.0007362367
Lyso_PG(18:4),0.01846499482218428,2.516137782177489,0.00441639240361269,0.9470148322611015,0.9888388311622227,522.2488 -> 333.2488,PG,19652.5212936451,22670.881683347,18759.621307371,17470.2014770569,18335.8213119555,16092.2210617061,21349.241508477,21179.421424867,20096.041183471,17762.441123961,18084.1015624977
PCo(40:0),-0.01776600675748057,7.604502573364837,0.0040905554888013285,0.9490041068977476,0.9901350965584065,832.7 -> 184.1,PCandSM,733580.069336022,972619.149231035,1075777.82244862,893796.098876931,882343.147094848,2408326.83508309,642576.25622504,627891.66857862,556768.99572751,430171.289978126,15469.481140136
PC (38:1),0.017074901468824438,7.739512707750133,0.00377850398854207,0.9509852744039926,0.990640836593931,816.6 -> 184.1,PCandSM,883530.107055608,1081848.06054699,1147412.11633307,1000147.28173833,929258.14465327,2724655.34155304,674570.48547305,624998.082275958,595648.0551758,442167.752197459,19756.061309819
TAG(56:3)_FA 20:0,0.017191500733294635,6.306275388079127,0.0038302108400785073,0.9506514685782584,0.990640836593931,930.8 -> 601.8,TAG2,99059.507064802,359155.06372063,445223.35083024,535833.02050764,392040.36938488,491418.95556619,390423.02978524,417797.49462871,138212.909801449,326771.36291514,44455.5632972857
Cer(d18:1/12:0),0.016053743382582784,4.747092684296416,0.0033397821579868037,0.9539152279213847,0.992032594803447,482.5 -> 264.3,CER,104941.427055375,91728.586036682,128760.148559565,118472.928771971,92818.5661391947,115003.748397814,104153.807693498,102237.206634529,156022.251266444,64438.5445404,45661.2631378178
Lyso_PE(20:1),-0.014848716526222185,2.5146366389466484,0.002856194733567463,0.9573786433223332,0.992032594803447,508.3325 -> 366.3325,PE,25966.62187194,23520.2015228134,24244.0618133398,22611.6616287161,18354.6614608757,22797.181686416,24770.261749263,19399.0013694815,23793.961639393,26701.981887821,8638.9405822726
Lyso_PG(19:0),-0.012753018939373325,4.400013198542442,0.0021074924048889443,0.9633840297458311,0.992032594803447,544.3271 -> 355.3271,PG,89585.387054398,66825.603912354,55802.64364625,47082.023986821,68293.605285592,48469.303573588,72598.264862022,68475.264404309,92121.827148338,59137.904205345,76179.046218901
Lyso_PG(22:1),0.01318352560145979,2.581187322094583,0.0022513798098771076,0.9621556100195063,0.992032594803447,584.3584 -> 395.3584,PG,21691.841400146,20688.4015502943,21516.1415863015,18811.001480114,20449.401489255,16625.381103511,21257.941253664,19449.441452039,22580.781738283,23244.101722731,17796.5814971869
PC (40:6),-0.012912148239780189,7.558317106071162,0.00216073144110851,0.962924750631029,0.992032594803447,834.6 -> 184.1,PCandSM,741314.272888189,940351.483947951,1005144.93066409,857038.483337359,866827.028198302,2394224.82092317,635305.22595203,533366.822265682,526531.071288957,424614.930480741,15958.441146847
PCo(32:1),-0.013958429472780965,9.078665351633115,0.0025251071383536328,0.9599228136715511,0.992032594803447,718.6 -> 184.1,PCandSM,2375829.30786138,2837232.79663142,2793373.47412192,2114108.43896482,2504955.54760682,4357513.47851623,2430804.43139576,1756271.17358489,2409015.0727537,1955440.0600584,36917.082397475
PCo(32:3),-0.015396917811087686,9.071990040759331,0.0030723735835636035,0.9557966959736363,0.992032594803447,714.5 -> 184.1,PCandSM,2393810.29980454,2710911.4541012,2780553.79150412,2139277.57739327,2504174.64819332,4306246.24096627,2410841.44409205,1766886.42871079,2392405.43163998,1960917.36352503,43524.723083483
PE (24:0),0.01217046967909075,2.7614742837145676,0.0019189816276821148,0.9650588988722354,0.992032594803447,580.3974 -> 439.3974,PE,30638.022064205,30707.422058104,27544.6220168947,27438.522125245,33649.142517086,30586.78231811,32260.842163093,28627.462188727,32823.482482909,26718.42193603,4473.1603660547
PE (52:4),0.012805846025356516,2.246477425842274,0.002124155540286665,0.9632396625835519,0.992032594803447,964.773 -> 823.773,PE,19387.301376343,27031.7417526265,13625.7610244859,19799.761589054,16827.7012100194,20231.101318359,14327.0610198999,31537.38209534,15707.9810523964,14014.160888668,7281.3205871577
PG (42:9),-0.014462271712318146,3.55767382397119,0.0027100737330272295,0.9584821850665264,0.992032594803447,862.5328 -> 673.5328,PG,49478.362792956,46063.523468016,47805.4636764596,37564.242935184,46250.963058475,35962.382415755,45109.682876581,51523.623443604,47797.283782968,50806.463439953,22422.301605215
PGo (18:0),-0.013142093727106285,5.517287927233732,0.0022382421470865665,0.9622661072259603,0.992032594803447,516.3396 -> 327.3396,PG,189839.99157715,134091.78955077,160052.29101565,113391.04809569,136666.34985356,90904.36669921,155234.29138179,187635.91198731,168007.07275384,152696.0705567,155357.27044671
PGo (42:2),0.013497376358034057,3.444094615907457,0.002360467198286642,0.961250311387475,0.992032594803447,862.6631 -> 673.6631,PG,45251.603485109,41274.143127452,44653.743225084,39206.102355957,39973.742889409,32248.282287604,41472.063003544,46770.963439946,43235.962997419,46310.103179938,21484.821716308
PI (20:1),0.012254842930843168,3.817859371314916,0.0019459891300357413,0.9648140379953581,0.992032594803447,644.3505 -> 367.3505,PI,55172.12411499,62386.864044167,52458.743865971,52408.423645014,51234.303863526,51664.383819606,53782.563720713,49177.923461903,60243.543762232,58528.544036847,27839.061950692
PI (36:8),-0.01576468314329289,6.911718944220039,0.0032208468355747755,0.9547423483544037,0.992032594803447,868.4706 -> 591.4706,PI,433143.73339834,707005.69287088,513060.69824195,466285.31176775,539195.61694332,432809.20727561,588153.89746099,471787.01757815,662052.21057124,530616.13745101,88937.86621095
PI (40:3),0.012775653597959269,3.1000911924783523,0.002114656405410642,0.9633218919781581,0.992032594803447,934.6115 -> 657.6115,PI,36552.002471901,40347.283157354,32643.122253405,32114.7423171916,28360.021606443,30504.282211294,32640.502777101,36354.082633967,38214.462936401,32424.062561031,15085.3210372887
TAG(56:1)_FA 20:0,-0.013229420336991832,7.180100325652314,0.002268209900648799,0.9620145278718977,0.992032594803447,934.9 -> 605.896,TAG2,353996.344631339,580067.46093735,680996.15087898,814917.46093751,648523.92822266,827173.0185547,728953.53027354,742803.99560539,246936.13752363,535494.1804197,171530.712757154
TAG(58:2)_FA 20:0,-0.01233746835774465,5.937966959363352,0.0019726280734175816,0.9645741808328463,0.992032594803447,960.9 -> 631.9,TAG2,43783.8827171038,192689.373962381,357378.68237295,716780.82055665,125253.468719504,550177.385193052,388957.98583971,245819.01806632,60966.5048522447,189764.63354486,17591.5612983717
TAG(58:4)_FA 20:0,-0.011747312184542011,3.2448483360700564,0.0017880256528997052,0.9662714611191747,0.9925084674335046,956.9 -> 627.9,TAG2,23101.6615638763,41589.26309201,43246.983093265,57115.644134512,39443.342868784,49803.143432586,46472.643432588004,52014.343872076,20219.4613647396,35518.842453018,9830.3206901563
CerP(d18:1/14:0),0.010853820826737663,4.664694097936928,0.0015266146251633472,0.968833051597214,0.9925639401958902,590.5 -> 264.3,CER,93190.5261764621,121532.268257131,107232.247467037,96082.1269149795,91815.0864410246,96309.326965316,110265.768005376,71253.185150162,114862.608619694,115179.387802115,43148.9434738119
PCo(40:2),0.010421035389626986,7.6466506070481906,0.0014074278842599597,0.9700738207050468,0.9925639401958902,828.7 -> 184.1,PCandSM,761979.007873578,996998.194457826,1067838.24963385,947933.241211048,958933.761840828,2425574.52831978,654375.88769542,681597.672058552,554936.167114316,437088.249572695,16215.141250609
PCp(40:6),0.010711338218114456,7.689444441216546,0.0014869372344037401,0.96924053606763,0.9925639401958902,818.6 -> 184.1,PCandSM,849008.59216297,1070811.02038565,1090707.16333017,959161.080932711,900350.58020014,2643015.88854973,658399.93762168,636043.57751466,531681.65441901,435623.727783092,15249.1410408076
PGp (42:2),-0.011068872096714644,3.2157281451488324,0.0015874150894887862,0.968218790231151,0.9925639401958902,860.6475 -> 671.6475,PG,41035.10272218,38829.523056014,34359.282592772,33184.362243652,34588.9024429322,27072.441833494,32641.482360833,43272.583099366,41182.763000499,40773.582855218,16267.981216432
TAG(56:7)_FA 20:4,-0.010505195534548591,7.305951376043137,0.0014302476083685178,0.9698323027038682,0.9925639401958902,922.8 -> 601.8,TAG2,215035.574974047,703230.87060578,896848.42187495,1051386.73681624,738239.77490211,1053142.82031267,781374.331055,787226.33642569,322042.56396474,610431.82397454,97610.2864341495
1-O-carboceroyl-Cer(d18:1/16:0),0.007667628629740119,3.0353487183369303,7.617162561075475e-4,0.9779818137278513,0.9937178729895523,902.9 -> 264.3,CER,31084.8223304668,36439.5027618258,34768.9225769053,31455.9621467579,31486.9622574031,40219.1627235451,32330.0623741098,21321.6614723203,42420.4626655559,30120.1220016458,13432.7809066717
1-O-lignoceroyl-Cer(d18:1/16:0),0.005063629424722717,3.1458170438645503,3.3220557349977753e-4,0.9854581562667833,0.9937178729895523,888.9 -> 264.3,CER,33977.8822822511,40913.8027687083,37173.882633209,32929.1422805851,35237.5627174325,42921.8829269473,39334.9427223191,23233.6216163626,44124.9229621608,32386.5623474159,13585.9210319522
Cer(d18:1/26:1(17Z)),0.005510668241888131,4.260511332471464,3.9350209135591285e-4,0.984173491985068,0.9937178729895523,676.7 -> 264.3,CER,69014.9846114864,68293.444900513,68457.425018299,57498.6643448047,55864.004074099,59849.5042037936,82164.5457076945,40135.4831314023,74257.825126639,67277.024719249,61974.163879396
Lyso_PE(24:1),0.005199568797468599,1.9770172810569904,3.5015496672485824e-4,0.9850705137729576,0.9937178729895523,564.3951 -> 422.3951,PE,15800.581176759,18588.8813323932,15308.201080324,15563.2211761425,15565.5410537759,16413.1411361689,15889.00112915,14159.160995484,16859.6812286351,17687.0011901835,5637.2604064936
Lyso_PI(13:0),0.004340658080094294,4.48872805498867,2.441567571622727e-4,0.9875331491659993,0.9937178729895523,548.2492 -> 271.2492,PI,84748.145446802,92011.366455116,90818.807067866,77175.00585937,90016.845947186,81159.004913346,98060.927612274,78667.185729997,103352.908386312,77631.805541962,44431.242660502
O-behenoylcarnitine,0.007962073799872748,7.667257729867442,8.21592806460103e-4,0.9771330148400141,0.9937178729895523,484.4 -> 85.1,AC,772256.252014207,840431.32012943,838063.977920694,870631.719558528,746882.728423965,862490.064697123,872138.796295197,709937.389022791,954545.484893682,700239.025482282,342206.164749144
PC (40:9),0.004277599971650934,7.647894846081844,2.3714177950751036e-4,0.987713535388407,0.9937178729895523,828.6 -> 184.1,PCandSM,790879.050537085,990322.514465278,1097596.07580577,916943.76647943,927076.85607913,2444277.1562497,664252.14013644,665397.1668701,544425.25366223,449117.016052265,16506.061264038
PG (18:4),0.009025349011012988,2.442082540166073,0.0010550964403819307,0.974087472538858,0.9937178729895523,522.2562 -> 333.2562,PG,19369.4014053326,19437.761306757,20735.9014968823,17120.6611442526,17239.581398007,15092.6410675066,18552.3211364689,20015.201286319,18661.8010940511,21363.641464227,16093.361007693
PG (20:1),0.007889961644161062,3.1314692205587145,8.065307408742228e-4,0.9773435350510793,0.9937178729895523,556.3345 -> 367.3345,PG,34452.542465197,33934.042266841,32545.402389533,30641.242004397,34232.742370603,28038.782104472,32082.962463373002,28518.301925652,37499.3031616138,40080.462921133,18937.981399543
PG (32:4),0.005558930360333353,3.4004386934754494,4.003892763648764e-4,0.9840356110676445,0.9937178729895523,732.4546 -> 543.4546,PG,41357.72280884,49537.843597474,38123.5425644,39815.362426758,40408.182937619,31334.982498169,37744.582870488,55081.323760967,42770.723541307,41712.082824679,18674.581115719
PI (40:4),0.005374140324648667,3.1530278697978846,3.7417739315515064e-4,0.984566950441476,0.9937178729895523,932.5958 -> 655.5958,PI,35629.142410291,33870.882324213,26310.2217864946,27232.961868288,29042.48188782,26168.781852714,26583.761856089,31377.3821106,38592.902725216,31100.462188721,26459.5617523232
"PIo (34:3), PIp (34:2)",-0.004778058300557225,4.30241885826853,2.958421882794937e-4,0.9862770114417962,0.9937178729895523,836.5383 -> 559.5383,PI,75886.924407968,106049.7279053,88988.466308569,89147.465942396,73068.205413795,71957.924865705,94997.026809674,90325.986053507,89298.826660132,87841.7658233599,15693.8810462954
"PIo (34:4), PIp (34:3)",-0.006000864614449262,3.4915727116245727,4.665963724903577e-4,0.9827663619188103,0.9937178729895523,834.5227 -> 557.5227,PI,44200.083587663,52835.864379899,51531.983749401,48432.203124974,41459.2031021031,43107.982727065,42308.602981583,46334.203140259,52869.963302622,54704.32371523,12461.8808441091
PIp (18:0),0.009505427895588075,4.141659394986514,0.001170818295349818,0.9727039332495923,0.9937178729895523,602.34 -> 325.34,PI,65830.92492679,87450.3465270299,76329.504791282,72949.28579707,62174.10510253,63631.245056198,70722.585296619,72198.745758108,66997.404846196,87113.125793471,25363.8817977907
SM (d18:0/24:0),0.00452085516581541,7.703328758060074,2.6487873583391774e-4,0.9870149257661226,0.9937178729895523,817.7 -> 184.1,PCandSM,859721.96191407,1082358.30926503,1122258.51684575,948482.08227541,896532.782409518,2727932.56176804,654387.35827632,610110.04406756,546348.935424889,429104.373840242,14730.84109497
TAG(48:0)_FA 18:2,0.005442956448972678,4.2474258179245465,3.8390702866308857e-4,0.984367612721841,0.9937178729895523,824.8 -> 527.796,TAG2,28103.1818351762,85171.9265441801,105031.30725097,140025.530029372,73559.425632501,113490.607791907,84648.0861473422,109050.767387382,31952.742248538,80136.1656951731,12813.8809471068
